Date,Adj Close,Close,High,Low,Open,Volume
2022-11-15,111.3711929321289,114.12999725341797,114.52999877929688,112.87000274658203,113.80000305175781,19373800
2022-11-16,110.18069458007812,112.91000366210938,114.26000213623047,111.86000061035156,113.44000244140625,13591000
2022-11-17,110.32705688476562,113.05999755859375,113.19999694824219,110.75,111.29000091552734,12425900
2022-11-18,109.3707504272461,112.08000183105469,112.4800033569336,109.61000061035156,110.9000015258789,15415000
2022-11-21,108.28758239746094,110.97000122070312,111.19999694824219,107.4800033569336,109.98999786376953,20973000
2022-11-22,111.41998291015625,114.18000030517578,114.47000122070312,111.43000030517578,112.20999908447266,17719100
2022-11-23,110.86376953125,113.61000061035156,113.94999694824219,112.0999984741211,112.31999969482422,11546700
2022-11-25,110.47343444824219,113.20999908447266,114.61000061035156,113.05999755859375,113.87999725341797,7136000
2022-11-28,107.1556167602539,109.80999755859375,111.45999908447266,109.62000274658203,110.66000366210938,23015500
2022-11-29,107.86797332763672,110.54000091552734,111.80000305175781,109.79000091552734,110.61000061035156,14453200
2022-11-30,108.64863586425781,111.33999633789062,111.9000015258789,109.77999877929688,111.54000091552734,23158100
2022-12-01,108.12168884277344,110.80000305175781,112.06999969482422,110.18000030517578,111.63999938964844,14398300
2022-12-02,107.20441436767578,109.86000061035156,111.70999908447266,109.19999694824219,109.51000213623047,15248400
2022-12-05,104.26716613769531,106.8499984741211,111.36000061035156,105.94000244140625,110.69999694824219,19287700
2022-12-06,101.36896514892578,103.87999725341797,107.04000091552734,103.1500015258789,105.9000015258789,21197000
2022-12-07,101.14452362060547,103.6500015258789,104.8499984741211,102.37000274658203,103.77999877929688,20061700
2022-12-08,101.89590454101562,104.41999816894531,106.80000305175781,103.70999908447266,106.27999877929688,21128800
2022-12-09,101.03718566894531,103.54000091552734,105.94999694824219,103.30000305175781,104.58999633789062,21298200
2022-12-12,103.5255355834961,106.08999633789062,106.23999786376953,103.58999633789062,103.83000183105469,20413200
2022-12-13,104.6574935913086,107.25,108.54000091552734,107.0199966430664,107.80000305175781,24305300
2022-12-14,103.8865966796875,106.45999908447266,108.30000305175781,105.75,107.98999786376953,17597300
2022-12-15,102.8912582397461,105.44000244140625,106.16999816894531,103.69999694824219,105.33000183105469,15365100
2022-12-16,102.16914367675781,104.69999694824219,105.58000183105469,103.12999725341797,103.69000244140625,54596600
2022-12-19,102.62777709960938,105.16999816894531,106.19999694824219,104.37999725341797,105.26000213623047,13611100
2022-12-20,104.11104583740234,106.69000244140625,107.51000213623047,105.06999969482422,105.16999816894531,14680000
2022-12-21,105.44792175292969,108.05999755859375,108.58999633789062,107.16000366210938,108.29000091552734,13565400
2022-12-22,103.32061767578125,105.87999725341797,108.19000244140625,104.0999984741211,107.88999938964844,13213000
2022-12-23,106.05293273925781,108.68000030517578,108.73999786376953,106.9000015258789,106.94999694824219,11539400
2022-12-27,107.52643585205078,110.19000244140625,110.47000122070312,108.83000183105469,109.2699966430664,11962100
2022-12-28,105.76017761230469,108.37999725341797,110.0,107.9000015258789,109.91000366210938,10702100
2022-12-29,106.56036376953125,109.19999694824219,109.72000122070312,107.98999786376953,107.98999786376953,10534000
2022-12-30,107.63378143310547,110.30000305175781,110.5,108.61000061035156,108.61000061035156,11799600
2023-01-03,103.93539428710938,106.51000213623047,110.0199966430664,105.48999786376953,109.77999877929688,15146200
2023-01-04,104.23789978027344,106.81999969482422,107.16000366210938,104.76000213623047,104.80000305175781,18058400
2023-01-05,106.57012939453125,109.20999908447266,109.94999694824219,106.30999755859375,106.33999633789062,15946600
2023-01-06,107.85821533203125,110.52999877929688,111.98999786376953,109.66999816894531,110.08000183105469,16348100
2023-01-09,105.84800720214844,108.47000122070312,111.63999938964844,107.80999755859375,111.63999938964844,17964600
2023-01-10,107.42884826660156,110.08999633789062,110.33000183105469,108.01000213623047,109.79000091552734,15104600
2023-01-11,108.67791748046875,111.37000274658203,111.44999694824219,109.08999633789062,110.98999786376953,16710400
2023-01-12,110.48320007324219,113.22000122070312,113.73999786376953,111.73999786376953,111.81999969482422,15357300
2023-01-13,110.41488647460938,113.1500015258789,113.48999786376953,112.16000366210938,113.11000061035156,12011400
2023-01-17,110.2001953125,112.93000030517578,114.08000183105469,112.66999816894531,113.41000366210938,16542200
2023-01-18,107.936279296875,110.61000061035156,114.12000274658203,110.4000015258789,113.26000213623047,16399700
2023-01-19,108.62911987304688,111.31999969482422,112.12999725341797,109.58000183105469,110.06999969482422,12928000
2023-01-20,110.61004638671875,113.3499984741211,113.44000244140625,110.61000061035156,111.36000061035156,16515600
2023-01-23,110.03430938720703,112.76000213623047,114.58999633789062,112.63999938964844,113.63999938964844,16584400
2023-01-24,111.0589370727539,113.80999755859375,114.0199966430664,104.87000274658203,109.16000366210938,13583000
2023-01-25,110.47343444824219,113.20999908447266,113.6500015258789,111.38999938964844,113.2300033569336,11914700
2023-01-26,114.9134521484375,117.76000213623047,117.77999877929688,114.33999633789062,114.72000122070312,21019700
2023-01-27,112.81542205810547,115.61000061035156,117.66999816894531,115.38999938964844,116.94999694824219,15179200
2023-01-30,110.81497192382812,113.55999755859375,115.48999786376953,113.1500015258789,115.08999633789062,18672100
2023-01-31,113.20575714111328,116.01000213623047,116.4000015258789,110.43000030517578,112.0999984741211,27861800
2023-02-01,111.9664535522461,114.73999786376953,117.37999725341797,113.33999633789062,115.83000183105469,19464900
2023-02-02,108.4632339477539,111.1500015258789,115.06999969482422,109.83000183105469,114.8499984741211,24562100
2023-02-03,109.21461486816406,111.91999816894531,114.11000061035156,111.55999755859375,111.9000015258789,20226600
2023-02-06,109.02920532226562,111.7300033569336,113.08999633789062,110.31999969482422,112.36000061035156,13855200
2023-02-07,112.14210510253906,114.91999816894531,115.30999755859375,112.0199966430664,112.38999938964844,16013300
2023-02-08,111.16626739501953,113.91999816894531,115.83000183105469,113.8499984741211,115.05000305175781,18459700
2023-02-09,111.58587646484375,114.3499984741211,116.23999786376953,114.18000030517578,114.62000274658203,17439300
2023-02-10,116.28936767578125,119.16999816894531,119.62999725341797,116.16000366210938,116.51000213623047,24918600
2023-02-13,115.83702850341797,117.80000305175781,118.18000030517578,115.9000015258789,117.72000122070312,14536200
2023-02-14,114.48002624511719,116.41999816894531,117.80999755859375,116.0199966430664,117.01000213623047,12079000
2023-02-15,114.13585662841797,116.06999969482422,116.08999633789062,114.13999938964844,115.72000122070312,13663400
2023-02-16,113.80152130126953,115.7300033569336,116.77999877929688,114.80000305175781,115.30999755859375,11360600
2023-02-17,109.42567443847656,111.27999877929688,114.19000244140625,110.9800033569336,114.19000244140625,20758300
2023-02-21,109.3175048828125,111.16999816894531,112.37999725341797,110.80999755859375,110.80999755859375,14469400
2023-02-22,107.9015121459961,109.7300033569336,110.97000122070312,108.63999938964844,110.4800033569336,13973800
2023-02-23,108.89466857910156,110.73999786376953,111.83000183105469,109.9000015258789,110.7300033569336,11289400
2023-02-24,108.90451049804688,110.75,110.95999908447266,109.0199966430664,109.33000183105469,14351000
2023-02-27,108.70784759521484,110.55000305175781,111.26000213623047,109.95999908447266,110.80000305175781,11710500
2023-02-28,108.0785140991211,109.91000366210938,111.36000061035156,109.22000122070312,111.23999786376953,18107000
2023-03-01,109.04217529296875,110.88999938964844,111.86000061035156,109.23999786376953,109.30999755859375,13200000
2023-03-02,109.5436782836914,111.4000015258789,111.69999694824219,110.16999816894531,110.62000274658203,10339900
2023-03-03,110.93017578125,112.80999755859375,113.37000274658203,109.94999694824219,110.05000305175781,13006700
2023-03-06,111.91352081298828,113.80999755859375,113.83999633789062,111.87000274658203,111.98999786376953,14347400
2023-03-07,109.75017547607422,111.61000061035156,113.16999816894531,111.16999816894531,112.80999755859375,11525300
2023-03-08,108.1473388671875,109.9800033569336,112.41999816894531,109.06999969482422,111.2300033569336,13509800
2023-03-09,107.3115005493164,109.12999725341797,112.2300033569336,109.02999877929688,110.87000274658203,12961200
2023-03-10,105.98400115966797,107.77999877929688,111.04000091552734,107.1500015258789,109.55999755859375,15795700
2023-03-13,104.76466369628906,106.54000091552734,107.86000061035156,103.72000122070312,105.33999633789062,20745600
2023-03-14,105.15799713134766,106.94000244140625,109.01000213623047,104.95999908447266,106.3499984741211,18263500
2023-03-15,99.92665100097656,101.62000274658203,104.19999694824219,100.22000122070312,102.81999969482422,25733800
2023-03-16,99.34647369384766,101.02999877929688,101.68000030517578,98.0199966430664,99.11000061035156,27465200
2023-03-17,98.17630767822266,99.83999633789062,101.61000061035156,99.13999938964844,100.5999984741211,43199500
2023-03-20,100.74281311035156,102.44999694824219,102.4800033569336,99.5,99.62999725341797,32042100
2023-03-21,105.2563247680664,107.04000091552734,107.27999877929688,104.12999725341797,104.16999816894531,31592300
2023-03-22,102.84715270996094,104.58999633789062,107.18000030517578,104.55999755859375,106.80000305175781,14952700
2023-03-23,101.68682098388672,103.41000366210938,106.33999633789062,102.44000244140625,105.36000061035156,14385900
2023-03-24,101.80481719970703,103.52999877929688,103.8499984741211,100.91000366210938,101.47000122070312,13401600
2023-03-27,104.03699493408203,105.80000305175781,106.4800033569336,103.91000366210938,104.73999786376953,14805900
2023-03-28,105.33499908447266,107.12000274658203,107.6500015258789,105.19000244140625,105.44000244140625,11047600
2023-03-29,107.14433288574219,108.95999908447266,109.16000366210938,107.48999786376953,108.05999755859375,14219100
2023-03-30,107.66549682617188,109.48999786376953,109.56999969482422,108.5199966430664,109.55000305175781,11578200
2023-03-31,107.83267211914062,109.66000366210938,110.16999816894531,109.05000305175781,109.68000030517578,14418000
2023-04-03,114.19485473632812,116.12999725341797,116.8499984741211,113.12000274658203,113.38999938964844,28087700
2023-04-04,113.10334777832031,115.0199966430664,116.69999694824219,114.16999816894531,116.26000213623047,16365500
2023-04-05,115.04052734375,116.98999786376953,117.0,114.30999755859375,115.3499984741211,16479500
2023-04-06,113.13285827636719,115.05000305175781,117.18000030517578,114.7699966430664,116.86000061035156,15778000
2023-04-10,112.63135528564453,114.54000091552734,116.18000030517578,114.16999816894531,114.77999877929688,13006600
2023-04-11,113.42784881591797,115.3499984741211,116.19999694824219,114.37999725341797,114.95999908447266,11758500
2023-04-12,113.30986022949219,115.2300033569336,116.58999633789062,114.93000030517578,116.16000366210938,10919000
2023-04-13,113.84085845947266,115.7699966430664,115.88999938964844,114.12999725341797,114.5999984741211,12399700
2023-04-14,114.11619567871094,116.05000305175781,116.66000366210938,115.12000274658203,115.9000015258789,11530800
2023-04-17,112.78868103027344,114.69999694824219,116.51000213623047,114.41999816894531,115.48999786376953,13260400
2023-04-18,114.99136352539062,116.94000244140625,117.20999908447266,114.30000305175781,114.38999938964844,17436100
2023-04-19,114.62752532958984,116.56999969482422,116.9000015258789,115.7699966430664,116.08000183105469,10682600
2023-04-20,113.71302032470703,115.63999938964844,115.68000030517578,113.2300033569336,115.12999725341797,17038700
2023-04-21,114.07685852050781,116.01000213623047,116.87999725341797,115.26000213623047,116.48999786376953,14315300
2023-04-24,116.23036193847656,118.19999694824219,118.88999938964844,115.87999725341797,115.91999816894531,15831300
2023-04-25,114.57835388183594,116.5199966430664,117.73999786376953,115.62999725341797,117.55000305175781,12179800
2023-04-26,113.52619171142578,115.44999694824219,117.08999633789062,114.68000030517578,116.02999877929688,15566100
2023-04-27,114.88319396972656,116.83000183105469,117.01000213623047,114.87999725341797,115.62000274658203,16279200
2023-04-28,116.36802673339844,118.33999633789062,119.91999816894531,116.83000183105469,117.25,24374000
2023-05-01,112.75918579101562,114.66999816894531,117.30000305175781,114.44999694824219,115.98999786376953,17355000
2023-05-02,108.26533508300781,110.0999984741211,113.94000244140625,109.29000091552734,113.94000244140625,24324100
2023-05-03,106.13150024414062,107.93000030517578,109.80999755859375,107.76000213623047,109.08000183105469,16212300
2023-05-04,104.27299499511719,106.04000091552734,108.75,105.91000366210938,107.9000015258789,17177200
2023-05-05,106.86900329589844,108.68000030517578,109.43000030517578,107.52999877929688,108.55000305175781,14964700
2023-05-08,107.29183197021484,109.11000061035156,110.97000122070312,109.04000091552734,110.5,11187800
2023-05-09,107.32133483886719,109.13999938964844,110.2300033569336,108.20999908447266,108.33999633789062,11370800
2023-05-10,105.94466400146484,107.73999786376953,110.01000213623047,106.70999908447266,109.73999786376953,14884800
2023-05-11,104.02716064453125,105.79000091552734,106.81999969482422,104.93000030517578,106.48999786376953,17165900
2023-05-12,104.01732635498047,105.77999877929688,107.01000213623047,104.77999877929688,106.30999755859375,12608300
2023-05-15,104.2156982421875,105.06999969482422,105.93000030517578,104.58000183105469,105.51000213623047,13715600
2023-05-16,101.68643188476562,102.5199966430664,104.80999755859375,102.0199966430664,104.62999725341797,14795200
2023-05-17,103.96772766113281,104.81999969482422,105.2300033569336,102.8499984741211,103.38999938964844,14064700
2023-05-18,104.91000366210938,105.7699966430664,105.91000366210938,104.12999725341797,104.55000305175781,12005600
2023-05-19,105.39602661132812,106.26000213623047,107.05000305175781,105.81999969482422,106.56999969482422,13357700
2023-05-22,104.11651611328125,104.97000122070312,107.04000091552734,104.87999725341797,105.83999633789062,12882000
2023-05-23,105.5348892211914,106.4000015258789,108.22000122070312,105.75,105.98999786376953,14394400
2023-05-24,106.71520233154297,107.58999633789062,108.51000213623047,106.7300033569336,107.37999725341797,16340300
2023-05-25,104.8009033203125,105.66000366210938,106.43000030517578,104.70999908447266,105.94000244140625,14316500
2023-05-26,104.11651611328125,104.97000122070312,106.94999694824219,104.83000183105469,106.47000122070312,12370300
2023-05-30,103.19407653808594,104.04000091552734,104.12000274658203,102.61000061035156,103.29000091552734,11938000
2023-05-31,101.34919738769531,102.18000030517578,103.04000091552734,101.73999786376953,102.29000091552734,24926100
2023-06-01,102.51959991455078,103.36000061035156,105.58000183105469,101.26000213623047,101.75,13551900
2023-06-02,104.90009307861328,105.76000213623047,106.12999725341797,104.52999877929688,105.16000366210938,14110300
2023-06-05,104.43390655517578,105.29000091552734,107.19000244140625,105.08999633789062,107.19000244140625,10628000
2023-06-06,105.28691864013672,106.1500015258789,106.2699966430664,103.9800033569336,104.1500015258789,12209800
2023-06-07,107.64756774902344,108.52999877929688,108.88999938964844,106.7300033569336,106.79000091552734,16027100
2023-06-08,107.31033325195312,108.19000244140625,109.13999938964844,105.9000015258789,108.7699966430664,13517100
2023-06-09,106.51683044433594,107.38999938964844,108.61000061035156,107.16000366210938,108.45999908447266,12251600
2023-06-12,105.55471801757812,106.41999816894531,107.05999755859375,105.55999755859375,105.80999755859375,14112000
2023-06-13,105.5745620727539,106.44000244140625,108.33999633789062,106.27999877929688,107.37999725341797,13533800
2023-06-14,104.30496978759766,105.16000366210938,108.11000061035156,104.38999938964844,107.44999694824219,16627700
2023-06-15,105.0290298461914,105.88999938964844,107.02999877929688,105.44000244140625,105.5,16224100
2023-06-16,104.27520751953125,105.12999725341797,106.7699966430664,104.95999908447266,106.36000061035156,43124000
2023-06-20,101.88480377197266,102.72000122070312,104.7699966430664,102.12000274658203,104.68000030517578,17514100
2023-06-21,103.02545928955078,103.87000274658203,104.62999725341797,102.33000183105469,102.5,13285700
2023-06-22,102.46009063720703,103.30000305175781,103.88999938964844,102.6500015258789,102.83999633789062,12455300
2023-06-23,101.5674057006836,102.4000015258789,102.81999969482422,101.62000274658203,102.58999633789062,17933600
2023-06-26,103.4420394897461,104.29000091552734,104.91000366210938,102.19999694824219,102.19999694824219,14283400
2023-06-27,103.6999282836914,104.55000305175781,104.61000061035156,103.2699966430664,104.05000305175781,13227500
2023-06-28,104.54301452636719,105.4000015258789,105.81999969482422,103.19999694824219,104.30999755859375,13084100
2023-06-29,105.83244323730469,106.69999694824219,106.7300033569336,105.12999725341797,105.66000366210938,11364400
2023-06-30,106.37797546386719,107.25,107.87999725341797,106.80999755859375,107.31999969482422,13542700
2023-07-03,106.58626556396484,107.45999908447266,108.45999908447266,107.06999969482422,107.48999786376953,7397000
2023-07-05,106.04074096679688,106.91000366210938,107.91999816894531,106.0999984741211,107.62999725341797,12491200
2023-07-06,102.08317565917969,102.91999816894531,105.72000122070312,102.43000030517578,105.08999633789062,17961400
2023-07-07,102.32122802734375,103.16000366210938,104.0,101.55999755859375,101.91999816894531,21926600
2023-07-10,103.83879089355469,104.69000244140625,104.75,102.75,102.97000122070312,14877600
2023-07-11,105.10838317871094,105.97000122070312,106.16000366210938,104.80999755859375,105.26000213623047,12581100
2023-07-12,105.62415313720703,106.48999786376953,107.6500015258789,106.12999725341797,107.0,13238200
2023-07-13,103.69001007080078,104.54000091552734,106.2300033569336,103.31999969482422,105.97000122070312,26826800
2023-07-14,100.11927795410156,100.94000244140625,104.05000305175781,100.52999877929688,104.05000305175781,28165400
2023-07-17,100.55569458007812,101.37999725341797,101.66999816894531,100.22000122070312,100.72000122070312,18051300
2023-07-18,100.09944152832031,100.91999816894531,102.19999694824219,100.33999633789062,100.91999816894531,24617800
2023-07-19,100.79375457763672,101.62000274658203,102.4000015258789,100.80000305175781,101.05000305175781,15556500
