Date,Open,High,Low,Close,Adj Close,Volume
2022-11-15,24.0,24.479999542236328,23.309999465942383,24.030000686645508,24.030000686645508,3391800
2022-11-16,23.450000762939453,23.479999542236328,21.790000915527344,22.489999771118164,22.489999771118164,2226600
2022-11-17,21.690000534057617,22.209999084472656,21.239999771118164,21.459999084472656,21.459999084472656,2461400
2022-11-18,22.0,22.1200008392334,20.75,20.8799991607666,20.8799991607666,1244500
2022-11-21,20.549999237060547,20.84000015258789,20.06999969482422,20.520000457763672,20.520000457763672,1326100
2022-11-22,20.420000076293945,20.649999618530273,19.600000381469727,20.639999389648438,20.639999389648438,2081600
2022-11-23,20.799999237060547,23.4950008392334,20.6200008392334,23.18000030517578,23.18000030517578,3166700
2022-11-25,22.799999237060547,23.12299919128418,22.440000534057617,22.6200008392334,22.6200008392334,649800
2022-11-28,22.5,23.33799934387207,21.790000915527344,21.989999771118164,21.989999771118164,1366200
2022-11-29,22.09000015258789,22.219999313354492,21.229999542236328,21.450000762939453,21.450000762939453,1524200
2022-11-30,21.290000915527344,23.09000015258789,20.889999389648438,23.030000686645508,23.030000686645508,2540200
2022-12-01,22.149999618530273,22.81999969482422,21.209999084472656,22.709999084472656,22.709999084472656,4424100
2022-12-02,21.790000915527344,22.739999771118164,21.549999237060547,22.6200008392334,22.6200008392334,1611200
2022-12-05,22.31999969482422,22.6200008392334,20.030000686645508,20.3799991607666,20.3799991607666,2717300
2022-12-06,20.489999771118164,21.149999618530273,20.219999313354492,21.110000610351562,21.110000610351562,2144400
2022-12-07,21.110000610351562,21.65999984741211,20.56999969482422,20.93000030517578,20.93000030517578,1859300
2022-12-08,21.200000762939453,22.229999542236328,20.31999969482422,21.81999969482422,21.81999969482422,3760400
2022-12-09,21.639999389648438,22.34000015258789,21.510000228881836,21.68000030517578,21.68000030517578,3007900
2022-12-12,22.170000076293945,23.549999237060547,21.989999771118164,23.459999084472656,23.459999084472656,4037300
2022-12-13,24.799999237060547,25.110000610351562,23.440000534057617,23.709999084472656,23.709999084472656,2933200
2022-12-14,23.56999969482422,24.510000228881836,23.329999923706055,23.780000686645508,23.780000686645508,2246300
2022-12-15,22.979999542236328,24.079999923706055,22.68000030517578,22.950000762939453,22.950000762939453,2945400
2022-12-16,22.540000915527344,23.26799964904785,22.350000381469727,23.010000228881836,23.010000228881836,5451700
2022-12-19,22.84000015258789,22.950000762939453,21.59000015258789,21.799999237060547,21.799999237060547,2394300
2022-12-20,21.59000015258789,22.899999618530273,21.31999969482422,22.65999984741211,22.65999984741211,1887700
2022-12-21,22.90999984741211,23.52899932861328,22.5,23.209999084472656,23.209999084472656,1934700
2022-12-22,22.610000610351562,22.905000686645508,21.618000030517578,22.15999984741211,22.15999984741211,1937100
2022-12-23,21.780000686645508,22.350000381469727,21.559999465942383,21.989999771118164,21.989999771118164,1804100
2022-12-27,21.90999984741211,21.90999984741211,20.93000030517578,20.989999771118164,20.989999771118164,1757200
2022-12-28,20.75,21.149999618530273,20.59000015258789,20.93000030517578,20.93000030517578,1236700
2022-12-29,21.3700008392334,22.854999542236328,21.125,22.0,22.0,2271400
2022-12-30,21.34000015258789,22.344999313354492,21.34000015258789,22.239999771118164,22.239999771118164,1284900
2023-01-03,22.829999923706055,23.09000015258789,21.209999084472656,21.329999923706055,21.329999923706055,1416200
2023-01-04,21.510000228881836,21.65999984741211,20.219999313354492,20.5,20.5,2372800
2023-01-05,20.1200008392334,20.28499984741211,17.809999465942383,17.924999237060547,17.924999237060547,3887800
2023-01-06,17.889999389648438,18.729999542236328,16.600000381469727,18.190000534057617,18.190000534057617,3651000
2023-01-09,18.56999969482422,19.76799964904785,18.38800048828125,19.3799991607666,19.3799991607666,3865100
2023-01-10,20.18000030517578,20.545000076293945,18.93000030517578,20.530000686645508,20.530000686645508,3504300
2023-01-11,20.649999618530273,21.40999984741211,20.5,20.84000015258789,20.84000015258789,2461200
2023-01-12,20.84000015258789,20.920000076293945,19.510000228881836,20.190000534057617,20.190000534057617,2924500
2023-01-13,19.75,20.614999771118164,19.65999984741211,20.40999984741211,20.40999984741211,1815300
2023-01-17,20.43000030517578,21.690000534057617,20.1299991607666,21.3799991607666,21.3799991607666,2253500
2023-01-18,21.739999771118164,22.357999801635742,21.1299991607666,21.239999771118164,21.239999771118164,3145900
2023-01-19,20.920000076293945,21.110000610351562,20.18000030517578,20.200000762939453,20.200000762939453,1781500
2023-01-20,20.56999969482422,21.510000228881836,20.190000534057617,21.450000762939453,21.450000762939453,2832400
2023-01-23,22.100000381469727,23.5,21.6200008392334,23.3799991607666,23.3799991607666,4354500
2023-01-24,22.889999389648438,23.719999313354492,22.59000015258789,23.200000762939453,23.200000762939453,3460300
2023-01-25,22.030000686645508,23.239999771118164,21.010000228881836,22.90999984741211,22.90999984741211,3606100
2023-01-26,22.790000915527344,23.84000015258789,21.020000457763672,22.260000228881836,22.260000228881836,13683300
2023-01-27,21.549999237060547,23.84000015258789,21.200000762939453,23.489999771118164,23.489999771118164,8155700
2023-01-30,23.25,23.6200008392334,22.139999389648438,23.030000686645508,23.030000686645508,6617800
2023-01-31,22.649999618530273,23.18000030517578,21.329999923706055,23.100000381469727,23.100000381469727,8147800
2023-02-01,23.280000686645508,25.0,22.299999237060547,24.690000534057617,24.690000534057617,7690700
2023-02-02,25.0,27.520000457763672,25.0,27.079999923706055,27.079999923706055,9281400
2023-02-03,25.350000381469727,27.139999389648438,24.639999389648438,25.360000610351562,25.360000610351562,7159700
2023-02-06,24.649999618530273,25.270000457763672,24.219999313354492,24.639999389648438,24.639999389648438,3565400
2023-02-07,24.809999465942383,25.959999084472656,23.8700008392334,25.670000076293945,25.670000076293945,3141700
2023-02-08,26.1200008392334,26.465999603271484,25.149999618530273,26.020000457763672,26.020000457763672,4028300
2023-02-09,26.479999542236328,26.899999618530273,25.40999984741211,25.479999542236328,25.479999542236328,3925200
2023-02-10,24.922000885009766,25.469999313354492,24.420000076293945,25.200000762939453,25.200000762939453,3556600
2023-02-13,26.030000686645508,27.299999237060547,24.954999923706055,26.799999237060547,26.799999237060547,5688800
2023-02-14,26.520000457763672,28.270000457763672,26.25,28.270000457763672,28.270000457763672,5063600
2023-02-15,27.940000534057617,29.719999313354492,27.75,29.290000915527344,29.290000915527344,4905900
2023-02-16,27.834999084472656,28.0,26.65999984741211,26.760000228881836,26.760000228881836,5665800
2023-02-17,26.170000076293945,26.520000457763672,25.110000610351562,25.360000610351562,25.360000610351562,2930300
2023-02-21,24.690000534057617,25.229999542236328,24.040000915527344,24.440000534057617,24.440000534057617,4970800
2023-02-22,24.459999084472656,24.950000762939453,23.950000762939453,24.530000686645508,24.530000686645508,2643100
2023-02-23,24.989999771118164,25.049999237060547,23.8700008392334,24.68000030517578,24.68000030517578,1745700
2023-02-24,23.860000610351562,24.25,23.43000030517578,24.219999313354492,24.219999313354492,1846200
2023-02-27,24.389999389648438,24.670000076293945,23.90999984741211,24.06999969482422,24.06999969482422,1549600
2023-02-28,24.049999237060547,24.719999313354492,24.040000915527344,24.389999389648438,24.389999389648438,1445000
2023-03-01,24.450000762939453,24.479999542236328,23.299999237060547,23.610000610351562,23.610000610351562,2810500
2023-03-02,23.200000762939453,23.985000610351562,22.760000228881836,23.90999984741211,23.90999984741211,3097000
2023-03-03,24.040000915527344,25.895000457763672,23.979999542236328,25.860000610351562,25.860000610351562,4092400
2023-03-06,25.989999771118164,26.729999542236328,25.56999969482422,25.809999465942383,25.809999465942383,2667800
2023-03-07,25.809999465942383,26.320999145507812,25.110000610351562,25.3799991607666,25.3799991607666,5274800
2023-03-08,25.200000762939453,25.610000610351562,24.90999984741211,25.020000457763672,25.020000457763672,1535000
2023-03-09,24.84000015258789,25.31999969482422,22.510000228881836,23.110000610351562,23.110000610351562,3681300
2023-03-10,22.860000610351562,23.059999465942383,20.93000030517578,21.790000915527344,21.790000915527344,5432900
2023-03-13,21.3799991607666,22.600000381469727,20.31999969482422,22.15999984741211,22.15999984741211,4779500
2023-03-14,22.56999969482422,22.93000030517578,21.979999542236328,22.600000381469727,22.600000381469727,5343600
2023-03-15,22.25,22.549999237060547,21.81999969482422,22.139999389648438,22.139999389648438,3577700
2023-03-16,21.959999084472656,23.010000228881836,21.850000381469727,22.940000534057617,22.940000534057617,2874600
2023-03-17,22.90999984741211,23.170000076293945,21.639999389648438,21.8799991607666,21.8799991607666,2699300
2023-03-20,21.889999389648438,21.889999389648438,20.834999084472656,21.610000610351562,21.610000610351562,2128700
2023-03-21,22.0,23.420000076293945,21.920000076293945,23.149999618530273,23.149999618530273,2276500
2023-03-22,23.0,23.030000686645508,21.540000915527344,21.559999465942383,21.559999465942383,1674400
2023-03-23,22.0,22.850000381469727,21.325000762939453,22.0,22.0,2684300
2023-03-24,21.649999618530273,21.75,20.65999984741211,20.799999237060547,20.799999237060547,2358500
2023-03-27,20.940000534057617,21.18000030517578,20.40999984741211,20.81999969482422,20.81999969482422,2334900
2023-03-28,20.770000457763672,21.200000762939453,20.579999923706055,20.969999313354492,20.969999313354492,1949100
